	Monocytes	Unknown	CD4Tcells	Bcells	NK	CD8Tcells
K34_GARD_BATCH_2	0.073429324	0.046514243	0.30533737	0.2116419	0.0798904	0.28318673
K23_LPS_FC1_4	0.056551915	0.037388474	0.5643272	0.14663681	0.04912854	0.1459671
T80_CTL_FC1_4	0.040558826	0.035349615	0.49690777	0.13034202	0.042664047	0.2541777
K18_GARD_BATCH_2	0.04351028	0.029422075	0.67674387	0.0925315	0.035841707	0.12195058
T71_LPS_FC1_4	0.1142448	0.061204582	0.38471976	0.15174632	0.09855769	0.18952686
K12_CTL_FC1_4	0.039032124	0.030955482	0.54643637	0.08408011	0.041935623	0.25756025
K33_LPS_FC1_4	0.05576748	0.029613225	0.6390748	0.11575635	0.043201465	0.116586685
T74_GARD_BATCH_2	0.13151108	0.063335165	0.31936255	0.13461158	0.098592624	0.252587
K26_GARD_BATCH_2	0.059761986	0.040296536	0.495101	0.1402337	0.04770696	0.21689981
K53_GARD_BATCH_2	0.12657486	0.055049296	0.44626176	0.1502059	0.044169173	0.17773901
T109_GARD_BATCH_2	0.21028188	0.077412	0.21942964	0.27659252	0.089526005	0.12675796
T76_CTL_FC1_4	0.14304386	0.051354397	0.4375992	0.16080596	0.068918794	0.13827777
T36_LPS_FC5	0.13247326	0.05575316	0.395133	0.23287815	0.056436367	0.12732609
K38_LPS_FC1_4	0.07464068	0.035636093	0.57403105	0.09950117	0.04289115	0.17329983
K18_CTL_FC1_4	0.04478338	0.028845767	0.6754057	0.08740595	0.030017376	0.13354184
K23_GARD_BATCH_2	0.06605349	0.041234076	0.5713416	0.13353218	0.052203435	0.13563533
K30_GARD_BATCH_2	0.08227313	0.04717225	0.47116318	0.15114725	0.054123186	0.19412091
T121_LPS_FC1_4	0.040301125	0.03231677	0.42239183	0.13355893	0.047897946	0.3235334
K8_LPS_FC1_4	0.022029018	0.019696172	0.6681057	0.06680197	0.03460564	0.18876143
T10_CTL_FC1_4	0.097856276	0.04122105	0.49993873	0.17890485	0.032306377	0.14977267
T73_GARD_BATCH_2	0.10474697	0.053901114	0.26757348	0.31692767	0.09681637	0.16003433
T36_CTL_FC1_4	0.17182596	0.081238896	0.33286625	0.21745946	0.059958745	0.13665059
T72_LPS_FC1_4	0.08445544	0.053712912	0.48561057	0.13928366	0.07675158	0.16018575
K35_GARD_BATCH_2	0.07791305	0.042326123	0.5131875	0.13662373	0.05264524	0.17730433
K6_GARD_BATCH_2	0.18204036	0.06412861	0.41398346	0.13330388	0.08902196	0.11752181
K44_CTL_FC1_4	0.022717936	0.019134251	0.6440313	0.07868082	0.034701765	0.20073394
T8_LPS_FC1_4	0.06403986	0.045752876	0.3424215	0.16355322	0.08022645	0.304006
T28_GARD_BATCH_2	0.1650254	0.06837906	0.3686671	0.22221278	0.07206579	0.10364987
T13_CTL_FC1_4	0.18982965	0.07857673	0.24622977	0.2373003	0.090031184	0.1580324
T65_GARD_BATCH_2	0.07014309	0.030510502	0.6110967	0.07574574	0.053335246	0.1591687
T32_CTL_FC1_4	0.14686905	0.0659078	0.47074234	0.16649053	0.039836466	0.11015379
K29_GARD_BATCH_2	0.07603807	0.04109752	0.5204769	0.17634745	0.044314977	0.14172511
T46_CTL_FC1_4	0.04430124	0.04167801	0.5387377	0.16166718	0.057458762	0.15615709
T78_LPS_FC1_4	0.16734354	0.05260353	0.29891	0.15184113	0.12185985	0.20744197
T14_LPS_FC1_4	0.03259941	0.02425472	0.63858116	0.11073825	0.031882457	0.16194409
K37_LPS_FC1_4	0.11496449	0.045414787	0.4898344	0.14174114	0.05451911	0.15352607
T80_LPS_FC5	0.07235743	0.048813373	0.41983536	0.15604421	0.05286931	0.25008032
T28_LPS_FC1_4	0.12731035	0.055325903	0.3848508	0.24994129	0.06428294	0.11828871
K11_CTL_FC1_4	0.05179869	0.03436351	0.41541216	0.16986583	0.055945706	0.27261412
T65_CTL_FC1_4	0.043120615	0.02543108	0.66443354	0.0586933	0.038691398	0.1696301
K19_GARD_BATCH_2	0.032592203	0.02734632	0.66239065	0.09334624	0.030123541	0.15420097
K22_GARD_BATCH_2	0.049101356	0.03190574	0.60960215	0.10701394	0.045100626	0.1572762
T113_CTL_FC1_4	0.11599622	0.055512384	0.30326563	0.13052665	0.089152776	0.3055463
T121_CTL_FC1_4	0.03803626	0.034730434	0.45480278	0.12531869	0.048027035	0.29908478
T35_CTL_FC5	0.07550167	0.038381696	0.5447208	0.11982976	0.042083222	0.17948282
T36_GARD_BATCH_2	0.20016523	0.082362756	0.28928202	0.23545448	0.058119416	0.13461615
T102_LPS_FC1_4	0.053916138	0.036840722	0.3871775	0.13866125	0.07562247	0.30778188
T43_GARD_BATCH_2	0.10760932	0.069703355	0.3537803	0.22593464	0.07768418	0.16528814
T5_GARD_BATCH_2	0.034852568	0.026193585	0.68904597	0.062105916	0.0329493	0.1548527
T13_GARD_BATCH_2	0.21369058	0.079150856	0.2550563	0.22678395	0.101625584	0.123692736
T113_GARD_BATCH_2	0.1275243	0.060158465	0.314068	0.1234729	0.09021669	0.2845597
T70_GARD_BATCH_2	0.104456745	0.053299844	0.47097388	0.11134809	0.08273636	0.17718513
T18_CTL_FC1_4	0.047766373	0.03120296	0.5482471	0.13075514	0.046558157	0.19547033
T62_CTL_FC1_4	0.094503656	0.05369916	0.30297625	0.21531014	0.08526015	0.24825068
K52_CTL_FC1_4	0.05152467	0.03320548	0.59483296	0.08694962	0.032733507	0.20075367
T84_CTL_FC5	0.103646144	0.04728095	0.3801563	0.10914729	0.08268232	0.2770869
T75_LPS_FC1_4	0.08163028	0.03694619	0.5695895	0.12447136	0.06241849	0.12494416
T109_CTL_FC1_4	0.1926796	0.08656773	0.19970454	0.2837716	0.0872011	0.15007547
T18_GARD_BATCH_2	0.04991033	0.043512713	0.53448564	0.13745964	0.060587108	0.17404455
K11_LPS_FC1_4	0.03770248	0.028869322	0.48150608	0.13365415	0.051884472	0.26638356
T28_CTL_FC1_4	0.12568901	0.073629536	0.38587877	0.20711252	0.0626137	0.14507638
T117_LPS_FC1_4	0.103704676	0.04486861	0.3741341	0.18580219	0.07128974	0.22020072
T47_CTL_FC1_4	0.1441292	0.06613798	0.3935924	0.16801329	0.09420691	0.13392016
T27_CTL_FC1_4	0.12588298	0.067731686	0.35811165	0.24269235	0.07237256	0.13320872
K24_CTL_FC1_4	0.05773572	0.04049149	0.5304054	0.1446345	0.042768393	0.18396443
T34_LPS_FC1_4	0.05830642	0.03227182	0.51540995	0.14193596	0.0673194	0.18475638
T47_GARD_BATCH_2	0.14168537	0.05652474	0.4163479	0.16061373	0.086292215	0.1385361
K27_CTL_FC1_4	0.0835061	0.05355534	0.4576578	0.19973479	0.050143346	0.15540253
T72_GARD_BATCH_2	0.1124816	0.055372402	0.42830837	0.14615774	0.07224188	0.18543798
K22_CTL_FC1_4	0.04310107	0.030565953	0.6283482	0.099965885	0.04251151	0.15550743
K13_GARD_BATCH_2	0.18441112	0.06966514	0.16886945	0.15814377	0.19439377	0.22451673
K34_CTL_FC1_4	0.07782436	0.051898245	0.28634155	0.21176009	0.08005177	0.29212394
T41_GARD_BATCH_2	0.05136536	0.040784914	0.52662677	0.15181647	0.0550542	0.17435229
T106_LPS_FC1_4	0.09932641	0.04416364	0.25873816	0.1859308	0.15557218	0.25626874
K10_CTL_FC1_4	0.041274387	0.028874727	0.49054253	0.10499343	0.07799233	0.25632265
T115_CTL_FC5	0.16013148	0.06828776	0.33336166	0.20324016	0.05849435	0.17648458
K28_CTL_FC1_4	0.05873467	0.044743434	0.430269	0.16141328	0.055039577	0.24980004
K15_GARD_BATCH_2	0.058878187	0.04641524	0.4211565	0.1416541	0.063080326	0.26881558
T104_GARD_BATCH_2	0.048136696	0.03149576	0.62459934	0.0557354	0.043342043	0.19669074
K28_GARD_BATCH_2	0.061244156	0.043903	0.4603879	0.15947016	0.05009565	0.22489914
T63_CTL_FC1_4	0.17213541	0.05757605	0.20703314	0.10669191	0.13951628	0.3170472
K5_CTL_FC1_4	0.058200184	0.030698853	0.552864	0.09037782	0.067910984	0.19994813
T81_CTL_FC1_4	0.08065356	0.053440917	0.3317804	0.27736548	0.052805837	0.20395379
K14_LPS_FC1_4	0.021594685	0.020591484	0.66881424	0.08424844	0.031734273	0.1730169
T7_CTL_FC1_4	0.023285378	0.014368354	0.7689312	0.06620117	0.017669009	0.109544866
K30_LPS_FC1_4	0.060935162	0.03882847	0.4799737	0.15383598	0.04565502	0.22077169
K7_LPS_FC5	0.11473664	0.052637726	0.5018236	0.15299188	0.053308878	0.12450121
T31_GARD_BATCH_2	0.09839727	0.06171003	0.32124904	0.30423942	0.056990065	0.15741406
T113_LPS_FC5	0.07539282	0.04202875	0.39385408	0.123515375	0.08657017	0.2786388
K53_CTL_FC5	0.10029234	0.059889622	0.45912355	0.1374984	0.03939657	0.2037995
K33_GARD_BATCH_2	0.055382084	0.02766555	0.6678662	0.10376981	0.041912373	0.10340409
K17_GARD_BATCH_2	0.023117967	0.024068214	0.49547842	0.09381765	0.047419515	0.3160983
K27_LPS_FC1_4	0.07142384	0.046059355	0.48167488	0.22321019	0.048787713	0.12884404
K46_GARD_BATCH_2	0.066738956	0.043158177	0.523069	0.10444494	0.06242943	0.20015934
T102_CTL_FC1_4	0.06763774	0.041290566	0.30494004	0.14938149	0.07813558	0.35861456
T12_LPS_FC1_4	0.045357127	0.022432858	0.6988816	0.0733002	0.026790619	0.13323747
T75_GARD_BATCH_2	0.11213216	0.048927087	0.53025246	0.10709144	0.0690162	0.13258052
T12_GARD_BATCH_2	0.059103362	0.032716658	0.6473952	0.06929902	0.03242347	0.15906237
K26_LPS_FC1_4	0.04846693	0.033034872	0.53762394	0.14250386	0.04280299	0.19556743
T6_LPS_FC5	0.032533877	0.030968642	0.36676612	0.21448676	0.09025238	0.26499224
T64_CTL_FC1_4	0.076934144	0.05103372	0.268492	0.14026883	0.08012371	0.3831475
K38_CTL_BATCH_2	0.067510486	0.04260793	0.56421125	0.08642236	0.04040219	0.1988457
T110_GARD_BATCH_2	0.049544465	0.03310722	0.61811644	0.12171423	0.037121274	0.1403964
K9_GARD_BATCH_2	0.13614751	0.06160981	0.38077357	0.15088405	0.07388981	0.19669528
T79_CTL_FC1_4	0.14211088	0.07451773	0.39511317	0.12834445	0.09447068	0.16544308
K8_GARD_BATCH_2	0.02792923	0.023420695	0.6327808	0.0679735	0.036650885	0.21124494
T84_GARD_BATCH_2	0.10202087	0.041637562	0.38306448	0.110296294	0.0766946	0.28628623
K19_LPS_FC1_4	0.024142802	0.024652855	0.68913764	0.089208424	0.028230082	0.1446282
K50_LPS_FC5	0.0707956	0.038924426	0.4768371	0.13335618	0.059680574	0.22040619
T27_LPS_FC1_4	0.08919367	0.044643655	0.38656935	0.28663316	0.06736654	0.1255936
T115_GARD_BATCH_2	0.18414602	0.061269116	0.354233	0.20335077	0.06277805	0.13422303
K29_LPS_FC1_4	0.05098364	0.031859573	0.5647098	0.16187267	0.03292695	0.15764734
T40_GARD_BATCH_2	0.1824158	0.08466592	0.19143337	0.34606186	0.08383915	0.111583896
K30_CTL_BATCH_2	0.063991055	0.046553444	0.46084902	0.14155808	0.052514616	0.23453377
K46_CTL_FC1_4	0.059515797	0.03766884	0.56814665	0.09255397	0.057527427	0.18458726
T9_CTL_FC1_4	0.096143454	0.03689787	0.5046038	0.09559136	0.046725847	0.2200377
T76_LPS_FC1_4	0.12226986	0.049761858	0.4508032	0.15615308	0.06952886	0.15148316
T77_LPS_FC1_4	0.03954585	0.02482379	0.4420377	0.10930278	0.050407242	0.33388266
K32_GARD_BATCH_2	0.06674984	0.045784652	0.61793226	0.09453942	0.04346954	0.13152425
K38_CTL_FC1_4	0.06737713	0.04162427	0.5688346	0.0853988	0.040930025	0.19583517
K26_CTL_FC1_4	0.06358651	0.045686647	0.468191	0.14757876	0.051035352	0.22392182
T14_CTL_FC1_4	0.039660137	0.03058351	0.6036787	0.10947818	0.033939224	0.18266024
T28_CTL_BATCH_2	0.12444324	0.07316209	0.38914067	0.20667858	0.06331283	0.14326267
T10_LPS_FC1_4	0.059600372	0.025131011	0.59492904	0.16409384	0.025481272	0.13076445
T8_CTL_FC1_4	0.079901494	0.049289547	0.2922663	0.17690293	0.07965539	0.3219844
K51_GARD_BATCH_2	0.095498264	0.04943503	0.49762464	0.12320709	0.05253489	0.18170002
T46_LPS_FC1_4	0.04562103	0.038473286	0.5586813	0.16053493	0.057759497	0.13893004
K51_LPS_FC1_4	0.07358226	0.03592177	0.55037934	0.120208025	0.048353482	0.17155513
T72_CTL_FC1_4	0.09201938	0.054215185	0.4501293	0.13576609	0.07251489	0.1953552
K6_LPS_FC5	0.1944473	0.060647737	0.4251863	0.12578386	0.08313534	0.11079945
T50_LPS_FC5	0.08084804	0.060398243	0.3155207	0.3059771	0.08917457	0.14808136
T81_GARD_BATCH_2	0.06455349	0.048944857	0.38077053	0.24379194	0.05297778	0.2089614
T5_LPS_FC5	0.026517248	0.01854753	0.70433235	0.06865943	0.028721455	0.15322202
T101_CTL_FC5	0.09359697	0.061275367	0.15649539	0.18164589	0.16371569	0.34327066
K7_CTL_FC5	0.14782178	0.07235162	0.4778848	0.1298995	0.057055704	0.11498658
T119_GARD_BATCH_2	0.056515113	0.036990717	0.5240682	0.10141534	0.047298543	0.23371214
K46_LPS_FC1_4	0.06473169	0.041541733	0.50684047	0.11546556	0.06277137	0.20864919
K15_CTL_FC1_4	0.049069405	0.03848114	0.44790736	0.13266416	0.05511112	0.2767669
T6_GARD_BATCH_2	0.036367454	0.039479535	0.33893862	0.22119835	0.106559135	0.25745696
K15_LPS_FC5	0.06683725	0.046501573	0.38080537	0.28596264	0.054926917	0.1649662
T15_LPS_FC1_4	0.0535091	0.037014812	0.3064825	0.35820833	0.046042938	0.19874236
T27_GARD_BATCH_2	0.13972615	0.06595658	0.36311993	0.24366389	0.08121759	0.10631587
T112_LPS_FC1_4	0.0826975	0.03994136	0.57448393	0.104458876	0.056278896	0.14213946
K49_LPS_FC1_4	0.058912907	0.034326058	0.519331	0.11246639	0.04092435	0.23403935
K30_CTL_FC1_4	0.06472916	0.04510729	0.45286018	0.14223097	0.046923578	0.24814884
T47_LPS_FC1_4	0.20797263	0.06402987	0.3292044	0.19713601	0.10450082	0.09715622
T6_CTL_FC5	0.03336729	0.029841708	0.36607504	0.20115022	0.088183194	0.2813826
K51_CTL_FC1_4	0.08009884	0.04572926	0.5204137	0.11376467	0.052804243	0.18718927
T75_CTL_FC1_4	0.10914221	0.048624933	0.50018746	0.11547888	0.06827726	0.15828916
K32_CTL_FC1_4	0.061781842	0.04044104	0.63040787	0.09157189	0.04170917	0.13408811
K22_LPS_FC1_4	0.039323013	0.025336176	0.6347814	0.10689949	0.04178102	0.15187886
K27_GARD_BATCH_2	0.10871311	0.061293557	0.42401922	0.21649636	0.055543724	0.13393405
T117_CTL_FC1_4	0.103968374	0.055457033	0.34251788	0.1855889	0.07414821	0.23831962
T71_GARD_BATCH_2	0.15591544	0.067063354	0.3397715	0.15054129	0.09514654	0.19156179
T3_CTL_FC1_4	0.03827082	0.026276598	0.6284557	0.09138906	0.03677208	0.17883578
T70_CTL_FC5	0.10069471	0.04750958	0.39902142	0.107108116	0.08472258	0.26094368
T35_LPS_FC1_4	0.060590424	0.03153399	0.6021832	0.119558044	0.04181788	0.14431648
T18_LPS_FC1_4	0.04233945	0.028909668	0.55780303	0.1496405	0.046840478	0.17446686
K31_GARD_BATCH_2	0.10729944	0.051722106	0.25645822	0.23544762	0.098404296	0.2506683
K8_CTL_FC1_4	0.027177043	0.026499845	0.63407224	0.063746594	0.036395386	0.21210882
K47_CTL_FC1_4	0.123660006	0.058664028	0.3435776	0.1353888	0.07739996	0.26130953
K14_CTL_FC1_4	0.027261063	0.025418447	0.62549436	0.08754109	0.037278626	0.19700639
T120_CTL_FC1_4	0.032891326	0.04756027	0.41213953	0.12965485	0.0704612	0.30729285
T112_CTL_FC1_4	0.13490626	0.06534638	0.47129247	0.10769007	0.061219055	0.15954576
T79_LPS_FC5	0.15169507	0.062062353	0.37003672	0.13865945	0.082446635	0.19509976
T112_GARD_BATCH_2	0.16914557	0.06345824	0.4631172	0.10781856	0.06674491	0.12971553
T101_LPS_FC1_4	0.09559849	0.05410951	0.15429126	0.20935996	0.1674669	0.31917387
T46_GARD_BATCH_2	0.051855173	0.03886127	0.51905143	0.1755999	0.059125572	0.15550667
T69_LPS_FC5	0.09827491	0.04857486	0.3012435	0.19663969	0.09204177	0.26322523
T70_LPS_FC1_4	0.07068581	0.045062643	0.504747	0.12250057	0.076768786	0.18023518
K10_GARD_BATCH_2	0.038007267	0.0281985	0.5137006	0.09665023	0.078415245	0.24502814
K37_CTL_FC1_4	0.12380403	0.05169861	0.4736218	0.1369119	0.05798034	0.15598336
T5_CTL_FC5	0.036723513	0.021102028	0.68416834	0.06329751	0.030162951	0.16454558
K53_LPS_FC1_4	0.07431046	0.041767653	0.5720469	0.13418597	0.03740661	0.14028251
T120_LPS_FC5	0.035602234	0.041915506	0.38941398	0.12942308	0.06358103	0.34006414
K7_GARD_BATCH_2	0.15059668	0.06279997	0.46779582	0.13511501	0.06148097	0.1222116
K12_GARD_BATCH_2	0.038441706	0.031531222	0.5433273	0.08740328	0.043665804	0.2556307
T35_GARD_BATCH_2	0.0725963	0.04061688	0.5547113	0.120335236	0.0435193	0.16822104
K50_CTL_FC1_4	0.08480574	0.044705164	0.3851569	0.14615147	0.062482536	0.27669817
