	Monocytes	Unknown	CD4Tcells	Bcells	NK	CD8Tcells
T34_CTL_FC1_4	0.05342236	0.018388258	0.30140844	0.053905528	0.12721281	0.44566265
T120_GARD_BATCH_2	0.029397285	0.014413793	0.28261653	0.055102203	0.09032059	0.52814955
T15_CTL_FC1_4	0.041737974	0.01948844	0.2637467	0.14543055	0.0872943	0.44230208
T31_CTL_FC1_4	0.07853527	0.045420263	0.28596163	0.0986599	0.097631216	0.39379176
T65_LPS_FC1_4	0.045156334	0.014189341	0.39895725	0.029081231	0.071253456	0.44136238
T33_GARD_BATCH_2	0.04706533	0.023283558	0.36680508	0.11542845	0.08627403	0.36114356
T62_LPS_FC1_4	0.07022483	0.019213067	0.25391647	0.08372576	0.13211606	0.44080386
K52_LPS_FC1_4	0.04080608	0.018468516	0.37322667	0.039211962	0.06273257	0.46555424
T78_GARD_BATCH_2	0.11442733	0.015924497	0.23715921	0.04527588	0.15503465	0.4321785
T119_CTL_FC1_4	0.03730428	0.015796926	0.33787712	0.035296593	0.075058766	0.49866632
K1_LPS_FC1_4	0.028603762	0.010962172	0.44547322	0.035725012	0.043034464	0.43620136
K6_CTL_FC1_4	0.1459771	0.036421333	0.2906887	0.05435347	0.12486199	0.3476974
K1_GARD_BATCH_2	0.051458966	0.020789675	0.37345958	0.033514906	0.059022326	0.46175456
T71_CTL_FC1_4	0.116569094	0.033452768	0.23956025	0.037764613	0.14535193	0.42730132
K20_GARD_BATCH_2	0.062214088	0.02867832	0.3265658	0.04513325	0.06393756	0.47347093
T77_GARD_BATCH_2	0.030138081	0.00910226	0.29581276	0.037731845	0.08686662	0.5403485
K23_CTL_FC1_4	0.058370862	0.027351588	0.35556945	0.058545444	0.098608576	0.40155408
T73_LPS_FC1_4	0.094230436	0.025384827	0.254626	0.14274822	0.16663362	0.31637684
T40_CTL_FC5	0.17901976	0.04154005	0.19000615	0.13186301	0.14569195	0.31187904
T69_CTL_FC5	0.084489696	0.021121627	0.20516779	0.056487903	0.12216502	0.51056796
K49_CTL_FC1_4	0.053271573	0.022523277	0.3365735	0.035221953	0.064267896	0.48814178
K44_GARD_BATCH_2	0.017170547	0.01167392	0.35813823	0.037912454	0.08207583	0.493029
T30_GARD_BATCH_2	0.13888456	0.02990658	0.23772095	0.038228303	0.10100746	0.45425215
T107_GARD_BATCH_2	0.08779476	0.026998127	0.38103962	0.02844432	0.08479503	0.39092812
K24_LPS_FC1_4	0.04102685	0.016394524	0.37419653	0.075855784	0.07081354	0.4217128
K17_LPS_FC1_4	0.014846056	0.008742251	0.30352643	0.038956262	0.08148929	0.5524397
T106_CTL_FC1_4	0.097673975	0.02092432	0.16137677	0.04038902	0.22073717	0.45889878
T7_LPS_FC1_4	0.015622036	0.009439335	0.5466582	0.047434088	0.043728758	0.33711758
T4_LPS_FC5	0.026558919	0.01348415	0.33914304	0.0666535	0.1381408	0.4160196
T14_GARD_BATCH_2	0.035721134	0.018582769	0.38040757	0.049424473	0.073350616	0.44251347
T64_LPS_FC1_4	0.059618223	0.014367722	0.23316312	0.046730023	0.12058952	0.52553135
K5_LPS_FC1_4	0.027194932	0.01195477	0.36812946	0.040832296	0.12661831	0.42527023
K31_LPS_FC1_4	0.08250791	0.021667123	0.19407213	0.11067179	0.11946241	0.47161865
K28_LPS_FC1_4	0.043981448	0.017703684	0.31495532	0.06481678	0.07694844	0.48159432
K18_LPS_FC1_4	0.030736191	0.018126072	0.46028224	0.046447862	0.07484627	0.3695613
K2_GARD_BATCH_2	0.3128369	0.08172972	0.23149335	0.031822935	0.083572544	0.2585446
K14_GARD_BATCH_2	0.02312223	0.018163998	0.33957437	0.04576019	0.091106094	0.4822731
K33_CTL_FC1_4	0.06318069	0.022320652	0.41287562	0.050805103	0.09408935	0.35672858
K12_LPS_FC1_4	0.0245411	0.010451025	0.3481903	0.038551535	0.072791636	0.5054744
T10_GARD_BATCH_2	0.10231474	0.035327557	0.31665742	0.07356038	0.07312859	0.39901137
K24_GARD_BATCH_2	0.052169576	0.020057822	0.33809805	0.057391588	0.07572389	0.45655906
T106_GARD_BATCH_2	0.09712281	0.020908697	0.16332775	0.042596743	0.22039442	0.4556496
T30_LPS_FC1_4	0.11631896	0.018881401	0.29780784	0.057999264	0.08084619	0.42814627
T12_CTL_FC1_4	0.0718487	0.019814096	0.37466705	0.029659687	0.059441496	0.44456896
T27_CTL_B_BATCH_2	0.11451036	0.045828283	0.26243836	0.07946506	0.13683349	0.3609244
T32_LPS_FC1_4	0.11267934	0.030631125	0.35776332	0.08570752	0.06759613	0.34562254
T109_LPS_FC1_4	0.15436755	0.0378954	0.23644942	0.11773362	0.12848075	0.32507327
T73_CTL_FC1_4	0.09077988	0.032500286	0.22425134	0.10872424	0.18749039	0.35625386
T104_CTL_FC1_4	0.03751727	0.017160563	0.3605756	0.016984701	0.06538918	0.50237274
K17_CTL_FC1_4	0.014979817	0.008569983	0.27213433	0.03552712	0.087264754	0.58152395
T3_GARD_BATCH_2	0.03037978	0.015660701	0.3831812	0.039450955	0.089838065	0.44148925
K34_GARD_BATCH_2	0.0649599	0.019659584	0.21782391	0.0740622	0.13785972	0.48563468
K23_LPS_FC1_4	0.050070778	0.021316206	0.37764493	0.07057418	0.09127703	0.38911688
T80_CTL_FC1_4	0.03335226	0.018309595	0.3519839	0.057019595	0.061645716	0.4776889
K18_GARD_BATCH_2	0.04158419	0.0210706	0.4002782	0.045116335	0.08748252	0.40446815
T71_LPS_FC1_4	0.10527438	0.023013452	0.28219685	0.048052352	0.13498086	0.40648213
K12_CTL_FC1_4	0.030950123	0.014515325	0.3188558	0.03280247	0.07452152	0.5283547
K33_LPS_FC1_4	0.054782208	0.01844535	0.416852	0.059925824	0.09437722	0.35561737
T74_GARD_BATCH_2	0.105989695	0.026132295	0.19814114	0.03557855	0.16300745	0.47115088
K26_GARD_BATCH_2	0.046322223	0.023003256	0.31540167	0.055127487	0.08559349	0.47455192
K53_GARD_BATCH_2	0.11534682	0.030259876	0.292131	0.050727677	0.06506923	0.44646537
T109_GARD_BATCH_2	0.18657546	0.036413044	0.1974899	0.08632704	0.142703	0.35049155
T76_CTL_FC1_4	0.14173928	0.024231875	0.31907502	0.06575667	0.09664305	0.3525541
T36_LPS_FC5	0.14144117	0.028972551	0.3048686	0.101482235	0.08688131	0.3363541
K38_LPS_FC1_4	0.0738563	0.016987836	0.3666366	0.0380895	0.066907346	0.4375224
K18_CTL_FC1_4	0.045604717	0.02508278	0.4315354	0.052017212	0.0717785	0.37398136
K23_GARD_BATCH_2	0.058147416	0.026224189	0.3552285	0.05759834	0.10290223	0.39989933
K30_GARD_BATCH_2	0.07302692	0.021162562	0.30095413	0.05198327	0.07738202	0.47549114
T121_LPS_FC1_4	0.029242486	0.0127790645	0.29021415	0.056530863	0.075776555	0.5354569
K8_LPS_FC1_4	0.015926087	0.009491407	0.407369	0.028479123	0.07709818	0.4616362
T10_CTL_FC1_4	0.098569594	0.029460622	0.33894488	0.07939121	0.062440306	0.3911934
T73_GARD_BATCH_2	0.0931863	0.030546332	0.21761481	0.105419695	0.1747849	0.37844798
T36_CTL_FC1_4	0.17898852	0.043231253	0.2626783	0.07671184	0.10322225	0.33516786
T72_LPS_FC1_4	0.0800277	0.024411937	0.32039237	0.04828084	0.12639825	0.40048894
K35_GARD_BATCH_2	0.06348207	0.025082894	0.31626615	0.05063341	0.0944723	0.4500632
K6_GARD_BATCH_2	0.15699926	0.03507191	0.28231612	0.048761565	0.12912631	0.34772483
K44_CTL_FC1_4	0.01625372	0.0102236485	0.3739142	0.03840939	0.07315888	0.48804018
T8_LPS_FC1_4	0.04893617	0.017803608	0.24146338	0.056560308	0.13458602	0.5006506
T28_GARD_BATCH_2	0.15693916	0.037386406	0.25649813	0.091930844	0.11230757	0.34493783
T13_CTL_FC1_4	0.16575404	0.04286492	0.21216495	0.077115566	0.14764608	0.35445443
T65_GARD_BATCH_2	0.06385473	0.016311856	0.35303256	0.02974595	0.097256936	0.43979797
T32_CTL_FC1_4	0.14382716	0.049860623	0.32531458	0.066858284	0.07355392	0.34058544
K29_GARD_BATCH_2	0.06836454	0.02271307	0.34200022	0.075550206	0.07437601	0.41699597
T46_CTL_FC1_4	0.038676377	0.02326724	0.34772173	0.07111566	0.12081864	0.3984003
T78_LPS_FC1_4	0.124593996	0.021516422	0.2183556	0.044605535	0.15926163	0.43166676
T14_LPS_FC1_4	0.026677988	0.014055465	0.41715825	0.05500019	0.062469047	0.42463902
K37_LPS_FC1_4	0.10799178	0.024798123	0.31795934	0.052373607	0.08919778	0.40767932
T80_LPS_FC5	0.06491464	0.0254372	0.31331328	0.067379974	0.056549337	0.47240564
T28_LPS_FC1_4	0.13372643	0.030072903	0.28186026	0.10605794	0.09871558	0.34956685
K11_CTL_FC1_4	0.038115975	0.017248852	0.3121972	0.07556373	0.08065718	0.47621712
T65_CTL_FC1_4	0.042438854	0.014666729	0.3780063	0.023048423	0.07329508	0.46854463
K19_GARD_BATCH_2	0.03146122	0.01676461	0.39474759	0.04424875	0.06853894	0.4442389
K22_GARD_BATCH_2	0.043667335	0.021689082	0.37040174	0.047905017	0.093784235	0.4225526
T113_CTL_FC1_4	0.10173702	0.023068428	0.19885178	0.035697788	0.14419425	0.49645075
T121_CTL_FC1_4	0.025874509	0.01424078	0.31194156	0.052487373	0.079371884	0.5160839
T35_CTL_FC5	0.07293164	0.02225487	0.35123158	0.05032307	0.0767642	0.4264946
T36_GARD_BATCH_2	0.18514268	0.042889386	0.24077873	0.07821872	0.10262513	0.35034537
T102_LPS_FC1_4	0.04223072	0.013596517	0.26499212	0.041551303	0.12643291	0.51119643
T43_GARD_BATCH_2	0.09588327	0.035313703	0.24943896	0.07146951	0.14280604	0.4050885
T5_GARD_BATCH_2	0.032407474	0.015411861	0.40939268	0.024847893	0.07069611	0.44724396
T13_GARD_BATCH_2	0.17867923	0.039138522	0.21730363	0.07041917	0.1502989	0.34416056
T113_GARD_BATCH_2	0.10179969	0.023803532	0.20964234	0.03210112	0.14367712	0.4889762
T70_GARD_BATCH_2	0.08835069	0.02513508	0.28876868	0.035572127	0.13392796	0.42824543
T18_CTL_FC1_4	0.03923228	0.019012317	0.34677014	0.06469283	0.08909028	0.44120213
T62_CTL_FC1_4	0.08075507	0.025614783	0.23099487	0.07095951	0.14123036	0.4504454
K52_CTL_FC1_4	0.046915	0.02018173	0.35986748	0.035788875	0.058857117	0.47838977
T84_CTL_FC5	0.09362056	0.016613556	0.24414347	0.02959083	0.114982136	0.50104946
T75_LPS_FC1_4	0.07530431	0.01953447	0.3701541	0.050820213	0.10810409	0.3760828
T109_CTL_FC1_4	0.18653353	0.045048133	0.18050103	0.09416231	0.14707531	0.34667972
T18_GARD_BATCH_2	0.04135337	0.025936844	0.33805194	0.058493834	0.11610651	0.42005754
K11_LPS_FC1_4	0.027431285	0.012717822	0.32578015	0.057645634	0.079092	0.49733314
T28_CTL_FC1_4	0.1208219	0.042492613	0.27142623	0.07593295	0.1057392	0.38358712
T117_LPS_FC1_4	0.08649429	0.018887963	0.27537736	0.0660888	0.10967808	0.4434735
T47_CTL_FC1_4	0.13666667	0.033537745	0.271059	0.05896679	0.15701708	0.34275272
T27_CTL_FC1_4	0.11241446	0.0405402	0.26022148	0.088172205	0.13423721	0.36441442
K24_CTL_FC1_4	0.050024018	0.02244342	0.3372877	0.059549887	0.072075054	0.45861992
T34_LPS_FC1_4	0.050026607	0.014995613	0.3291312	0.059387263	0.12700045	0.41945887
T47_GARD_BATCH_2	0.12247557	0.028115934	0.27350247	0.055212975	0.14597876	0.37471423
K27_CTL_FC1_4	0.07878715	0.03370736	0.30943528	0.088382326	0.0886569	0.40103102
T72_GARD_BATCH_2	0.09798437	0.026244774	0.26942286	0.044578504	0.12460921	0.43716025
K22_CTL_FC1_4	0.041186646	0.020579232	0.38690257	0.05031075	0.090361096	0.4106597
K13_GARD_BATCH_2	0.13533317	0.026314287	0.12646629	0.038606327	0.21764936	0.45563054
K34_CTL_FC1_4	0.07072413	0.022231875	0.20930798	0.07504638	0.1417768	0.48091283
T41_GARD_BATCH_2	0.043292094	0.024098707	0.3349104	0.06485491	0.104934245	0.4279096
T106_LPS_FC1_4	0.077214114	0.015135355	0.18636395	0.05636501	0.20237207	0.46254945
K10_CTL_FC1_4	0.027884245	0.013661916	0.3269433	0.03791301	0.12978183	0.4638157
T115_CTL_FC5	0.15860312	0.035013672	0.25187913	0.0705832	0.08335137	0.40056953
K28_CTL_FC1_4	0.047311906	0.023418382	0.26672775	0.06001556	0.09106644	0.51146
K15_GARD_BATCH_2	0.043683212	0.022202862	0.27102664	0.04832618	0.10811403	0.50664705
T104_GARD_BATCH_2	0.042500496	0.0132822655	0.36299035	0.01749294	0.066276506	0.4974574
K28_GARD_BATCH_2	0.049013328	0.022603488	0.29557022	0.058599796	0.083866686	0.49034652
T63_CTL_FC1_4	0.13779233	0.02047723	0.13385138	0.02432473	0.18131816	0.5022362
K5_CTL_FC1_4	0.04781751	0.016543284	0.3306587	0.036910746	0.13242663	0.4356431
T81_CTL_FC1_4	0.069844656	0.02664564	0.28030583	0.1261179	0.081496514	0.41558942
K14_LPS_FC1_4	0.016116345	0.012632858	0.40665603	0.047898907	0.07585115	0.44084477
T7_CTL_FC1_4	0.021779224	0.011614904	0.48144063	0.044753443	0.046464354	0.39394745
K30_LPS_FC1_4	0.050996203	0.017731836	0.31733307	0.05815297	0.06823945	0.48754647
K7_LPS_FC5	0.11264244	0.032468516	0.34488857	0.062473197	0.100897335	0.34662995
T31_GARD_BATCH_2	0.090102546	0.03651688	0.2563692	0.11130056	0.10361711	0.40209374
T113_LPS_FC5	0.060006175	0.016071158	0.26787695	0.03870901	0.13908847	0.47824824
K53_CTL_FC5	0.11820647	0.040312912	0.30372593	0.04784243	0.053234536	0.4366777
K33_GARD_BATCH_2	0.05264994	0.01953836	0.41261593	0.049878825	0.10458692	0.36073002
K17_GARD_BATCH_2	0.016231196	0.010025573	0.2767459	0.035319734	0.08813399	0.5735436
K27_LPS_FC1_4	0.06545623	0.027996853	0.3400484	0.107634485	0.08807472	0.37078932
K46_GARD_BATCH_2	0.05588348	0.02214665	0.3196667	0.03855928	0.12024182	0.44350204
T102_CTL_FC1_4	0.056448776	0.016674845	0.22166704	0.04550297	0.13350108	0.52620524
T12_LPS_FC1_4	0.044217646	0.012874354	0.44169912	0.034847606	0.051262062	0.41509923
T75_GARD_BATCH_2	0.10146198	0.026061574	0.32216337	0.039513797	0.124022625	0.38677666
T12_GARD_BATCH_2	0.059807763	0.018851452	0.3926306	0.026933238	0.06109504	0.44068184
K26_LPS_FC1_4	0.038012277	0.017307485	0.35769868	0.0641649	0.075086586	0.44773015
T6_LPS_FC5	0.021561861	0.011857924	0.24052887	0.09621948	0.16392262	0.46590924
T64_CTL_FC1_4	0.07353427	0.019641234	0.1949162	0.039266657	0.11858658	0.55405504
K38_CTL_BATCH_2	0.060327243	0.023516493	0.34243718	0.031006247	0.07847248	0.4642404
T110_GARD_BATCH_2	0.043002456	0.020148477	0.38074338	0.05655994	0.08249353	0.41705212
K9_GARD_BATCH_2	0.118243404	0.027128192	0.2527733	0.04719733	0.11476358	0.43989423
T79_CTL_FC1_4	0.11679324	0.03463392	0.30631673	0.045837972	0.11819926	0.3782189
K8_GARD_BATCH_2	0.021829896	0.012216178	0.3554119	0.026469847	0.08291703	0.50115514
T84_GARD_BATCH_2	0.081954636	0.016275605	0.24835233	0.031207755	0.116640985	0.5055686
K19_LPS_FC1_4	0.022263803	0.014894138	0.44411287	0.046098653	0.05925067	0.4133799
K50_LPS_FC5	0.06485138	0.018729148	0.32802442	0.050443504	0.09760947	0.44034204
T27_LPS_FC1_4	0.0872516	0.02370871	0.29162207	0.1320256	0.12097678	0.3444152
T115_GARD_BATCH_2	0.16557324	0.030691395	0.26315466	0.07429384	0.085918166	0.3803687
K29_LPS_FC1_4	0.043791145	0.018817892	0.38827705	0.08171381	0.059023272	0.40837684
T40_GARD_BATCH_2	0.17454225	0.050410703	0.19548385	0.11926808	0.15197344	0.30832174
K30_CTL_BATCH_2	0.055760846	0.023552971	0.2778953	0.04744376	0.08305082	0.51229626
K46_CTL_FC1_4	0.05141136	0.019023055	0.3432542	0.03538425	0.11051356	0.44041362
T9_CTL_FC1_4	0.08045271	0.019798813	0.31710133	0.03272231	0.071942896	0.47798195
T76_LPS_FC1_4	0.11941228	0.021555653	0.33832482	0.061240718	0.09974849	0.35971805
T77_LPS_FC1_4	0.026296983	0.008980971	0.30533865	0.04198706	0.06962695	0.54776937
K32_GARD_BATCH_2	0.06001595	0.031474236	0.37317994	0.039854724	0.08857131	0.40690383
K38_CTL_FC1_4	0.0605102	0.022138327	0.3497441	0.030601623	0.073359795	0.4636459
K26_CTL_FC1_4	0.04944156	0.02608256	0.31099865	0.057776567	0.08682191	0.46887872
T14_CTL_FC1_4	0.034068454	0.01821713	0.38634562	0.05222566	0.06550454	0.4436386
T28_CTL_BATCH_2	0.114060976	0.042130187	0.2701436	0.07535434	0.11125771	0.38705322
T10_LPS_FC1_4	0.05559383	0.01754673	0.40645304	0.09110401	0.055530798	0.37377152
T8_CTL_FC1_4	0.0638779	0.023495251	0.19652708	0.0623399	0.13990085	0.513859
K51_GARD_BATCH_2	0.08434982	0.027121542	0.30608812	0.044522304	0.09185982	0.44605842
T46_LPS_FC1_4	0.0405469	0.019893857	0.37505808	0.07293951	0.119777106	0.37178457
K51_LPS_FC1_4	0.06628024	0.01890565	0.3529559	0.053027313	0.08383063	0.42500028
T72_CTL_FC1_4	0.08634118	0.027660014	0.29896936	0.04454336	0.12742864	0.4150575
K6_LPS_FC5	0.17328824	0.034835666	0.30331963	0.05389565	0.09770051	0.33696032
T50_LPS_FC5	0.08361263	0.028026178	0.25917655	0.12411463	0.1454391	0.35963085
T81_GARD_BATCH_2	0.049096823	0.021138027	0.2965177	0.101292096	0.08425275	0.44770256
T5_LPS_FC5	0.022386441	0.009529014	0.456399	0.032869797	0.057082918	0.42173278
T101_CTL_FC5	0.07506824	0.02191001	0.107522964	0.041134704	0.23060374	0.5237603
K7_CTL_FC5	0.15628815	0.049328323	0.32463655	0.045383375	0.093956225	0.3304074
T119_GARD_BATCH_2	0.04567076	0.017619146	0.3149005	0.038088564	0.08772909	0.49599195
K46_LPS_FC1_4	0.05176642	0.019768761	0.3264464	0.042152416	0.114422046	0.4454439
K15_CTL_FC1_4	0.038969815	0.018471574	0.29578027	0.05058712	0.094944425	0.5012468
T6_GARD_BATCH_2	0.024370065	0.015902637	0.21635514	0.083974354	0.18244033	0.47695747
K15_LPS_FC5	0.057152685	0.024768779	0.2968596	0.11694763	0.09939871	0.40487266
T15_LPS_FC1_4	0.04978071	0.018052178	0.26876327	0.17300986	0.08434378	0.40605018
T27_GARD_BATCH_2	0.13153434	0.035432577	0.25983503	0.09188652	0.13927631	0.3420352
T112_LPS_FC1_4	0.07986646	0.020768942	0.3673525	0.040699426	0.100153856	0.39115882
K49_LPS_FC1_4	0.047424436	0.019202681	0.34252205	0.04436187	0.06961974	0.4768692
K30_CTL_FC1_4	0.055983603	0.0227231	0.28699633	0.048971403	0.07066086	0.5146647
T47_LPS_FC1_4	0.19249411	0.031475965	0.2578235	0.07652745	0.14383522	0.29784375
T6_CTL_FC5	0.0211009	0.012903268	0.22429949	0.08538747	0.16294838	0.49336052
K51_CTL_FC1_4	0.06897363	0.025120383	0.31023714	0.041829783	0.091887355	0.46195173
T75_CTL_FC1_4	0.09708319	0.026394343	0.31589565	0.041820988	0.12104996	0.39775583
K32_CTL_FC1_4	0.056840833	0.029303705	0.39326748	0.039402843	0.08327492	0.3979102
K22_LPS_FC1_4	0.03789188	0.015335237	0.40759623	0.056462903	0.081061356	0.40165237
K27_GARD_BATCH_2	0.10239682	0.036187533	0.28907338	0.08868278	0.10033161	0.3833278
T117_CTL_FC1_4	0.08768013	0.025624042	0.23788483	0.05974422	0.12196193	0.4671048
T71_GARD_BATCH_2	0.12965328	0.027413445	0.23962097	0.04143131	0.14237855	0.41950247
T3_CTL_FC1_4	0.034889	0.016407827	0.3880161	0.04328729	0.07627973	0.44112003
T70_CTL_FC5	0.07336427	0.018731743	0.24111903	0.028596343	0.13651603	0.5016725
T35_LPS_FC1_4	0.057654392	0.017047191	0.3993043	0.055051282	0.07573555	0.3952073
T18_LPS_FC1_4	0.03400444	0.01666495	0.37734568	0.07810377	0.09223282	0.40164837
K31_GARD_BATCH_2	0.083164215	0.02220515	0.20311485	0.0943102	0.13655752	0.46064803
K8_CTL_FC1_4	0.021236211	0.014226161	0.3672924	0.023886977	0.076337256	0.49702096
K47_CTL_FC1_4	0.10224357	0.027816487	0.2343688	0.041543704	0.12805355	0.46597388
K14_CTL_FC1_4	0.02006165	0.015240571	0.36593732	0.046241056	0.08477766	0.4677417
T120_CTL_FC1_4	0.025268547	0.018348107	0.30528352	0.045412663	0.08683715	0.51885
T112_CTL_FC1_4	0.12586533	0.034010585	0.30143416	0.033678424	0.10777966	0.39723182
T79_LPS_FC5	0.1295533	0.028730674	0.29113424	0.051366743	0.103544064	0.39567098
T112_GARD_BATCH_2	0.15062307	0.029955933	0.2963699	0.035287116	0.11072304	0.37704095
T101_LPS_FC1_4	0.082452916	0.018516336	0.12714025	0.06047992	0.22459562	0.48681495
T46_GARD_BATCH_2	0.0456259	0.021498485	0.3391898	0.07821451	0.119458765	0.3960125
T69_LPS_FC5	0.096281506	0.020175299	0.23527312	0.069088794	0.12410122	0.45508012
T70_LPS_FC1_4	0.059996467	0.019857848	0.3364624	0.044819165	0.12557878	0.41328534
K10_GARD_BATCH_2	0.024825765	0.011700497	0.32387647	0.03303516	0.13508998	0.4714721
K37_CTL_FC1_4	0.12267136	0.027707288	0.30617365	0.048775863	0.09568939	0.39898252
T5_CTL_FC5	0.03359409	0.012437745	0.42009202	0.029091083	0.061380345	0.44340467
K53_LPS_FC1_4	0.0759774	0.026602203	0.3825387	0.056419805	0.056003675	0.40245822
T120_LPS_FC5	0.02790091	0.016863411	0.28252208	0.047286313	0.0757582	0.549669
K7_GARD_BATCH_2	0.12661274	0.04000035	0.3077636	0.04877278	0.111412235	0.3654383
K12_GARD_BATCH_2	0.030192563	0.0143426405	0.31289712	0.03212951	0.07684823	0.5335899
T35_GARD_BATCH_2	0.0655475	0.024475636	0.3414289	0.04696496	0.0882813	0.4333017
K50_CTL_FC1_4	0.07255607	0.02355585	0.26678428	0.054300398	0.100372285	0.48243108
