	Monocytes	Unknown	CD4Tcells	Bcells	NK	CD8Tcells
T34_CTL_FC1_4	0.14227417	-0.10900974	0.1765958	0.17463434	0.10104927	0.4921068
T120_GARD_BATCH_2	0.14871801	-0.06028275	0.17945576	0.16408236	0.10185716	0.5488994
T15_CTL_FC1_4	0.10039628	-0.10015321	0.13942426	0.31348032	0.07166343	0.501056
T31_CTL_FC1_4	0.14077163	-0.022451336	0.18233775	0.20484233	0.058056075	0.4279344
T65_LPS_FC1_4	0.13368477	-0.0674128	0.30174756	0.11124232	0.084478	0.49666405
T33_GARD_BATCH_2	0.09639623	-0.08391565	0.25460824	0.28340444	0.067822	0.40906057
T62_LPS_FC1_4	0.20004196	-0.055570465	0.15192765	0.1924996	0.12109295	0.47353092
K52_LPS_FC1_4	0.106694035	-0.04578953	0.26453885	0.1604396	0.046920504	0.53214073
T78_GARD_BATCH_2	0.24468271	-0.07631361	0.13301252	0.16134638	0.14109261	0.4787952
T119_CTL_FC1_4	0.118869364	-0.10428824	0.22922798	0.15749438	0.07206067	0.562926
K1_LPS_FC1_4	0.10552528	-0.07208684	0.33714554	0.16794227	0.028502291	0.49522957
K6_CTL_FC1_4	0.22431278	-0.05011119	0.1728646	0.17094137	0.063567884	0.40981054
K1_GARD_BATCH_2	0.13175915	-0.070435695	0.26011145	0.14272499	0.027704472	0.5344229
T71_CTL_FC1_4	0.22292124	-0.035435792	0.118638135	0.10067328	0.108471625	0.477749
K20_GARD_BATCH_2	0.1286062	-0.027097179	0.19580813	0.15084414	0.05285327	0.5371926
T77_GARD_BATCH_2	0.14018613	-0.12542282	0.1900814	0.15922992	0.122558296	0.55136746
K23_CTL_FC1_4	0.12705362	-0.054775517	0.21878958	0.17677955	0.10172385	0.48781255
T73_LPS_FC1_4	0.2210102	-0.09452015	0.1526229	0.24679805	0.1354263	0.33149406
T40_CTL_FC5	0.25649273	-0.038213566	0.044376984	0.23263521	0.07231632	0.34522584
T69_CTL_FC5	0.18233848	-0.07896342	0.103107154	0.15157561	0.07491562	0.5248794
K49_CTL_FC1_4	0.12379313	-0.042617742	0.22119518	0.11040172	0.023808664	0.5323165
K44_GARD_BATCH_2	0.055930834	-0.10409858	0.24981295	0.1791467	0.08721542	0.5815179
T30_GARD_BATCH_2	0.2118669	-0.038957655	0.11451737	0.103607155	0.074433744	0.5034937
T107_GARD_BATCH_2	0.17850988	-0.05353776	0.26681095	0.10690453	0.043145474	0.4818708
K24_LPS_FC1_4	0.10568694	-0.06854386	0.2593703	0.22051817	0.060969893	0.4749503
K17_LPS_FC1_4	0.0810338	-0.11155074	0.21499145	0.15900505	0.10636077	0.6161997
T106_CTL_FC1_4	0.22564141	-0.08179767	0.04864748	0.13586876	0.17344402	0.51807636
T7_LPS_FC1_4	0.09667032	-0.13969149	0.4193057	0.19972067	0.06746874	0.4051056
T4_LPS_FC5	0.12799533	-0.10590655	0.22170562	0.21002227	0.12606034	0.47331074
T14_GARD_BATCH_2	0.10693278	-0.060587835	0.28239754	0.18616118	0.06466401	0.48253322
T64_LPS_FC1_4	0.18969245	-0.09455371	0.13240442	0.14434247	0.099658646	0.53701717
K5_LPS_FC1_4	0.1343721	-0.07932749	0.24510412	0.17924488	0.13227661	0.4878371
K31_LPS_FC1_4	0.19418912	-0.043102246	0.08829186	0.230823	0.06898307	0.49288902
K28_LPS_FC1_4	0.14989531	-0.0494974	0.18451941	0.19666989	0.07571549	0.5373048
K18_LPS_FC1_4	0.08653959	-0.038837608	0.35849848	0.16881078	0.075068764	0.43074808
K2_GARD_BATCH_2	0.36336946	0.07852044	0.051642656	0.044622798	0.051240116	0.33330294
K14_GARD_BATCH_2	0.08344575	-0.05386169	0.2404329	0.16063039	0.078840174	0.5573427
K33_CTL_FC1_4	0.11174934	-0.06933277	0.27484056	0.15508896	0.070380725	0.42513797
K12_LPS_FC1_4	0.107845806	-0.08110855	0.23746873	0.17372791	0.09054921	0.5600986
T10_GARD_BATCH_2	0.16656774	-0.011531222	0.17189138	0.19337374	0.060239896	0.45780253
K24_GARD_BATCH_2	0.1097534	-0.090197064	0.2159214	0.18879092	0.06049874	0.5305238
T106_GARD_BATCH_2	0.20679621	-0.07776453	0.055090662	0.15001942	0.16531469	0.51371783
T30_LPS_FC1_4	0.22564216	-0.053711772	0.15522791	0.17429496	0.03969912	0.4226254
T12_CTL_FC1_4	0.1662666	-0.068414204	0.24627726	0.12649061	0.057452198	0.527658
T27_CTL_B_BATCH_2	0.18267512	-0.027623476	0.14655674	0.18289667	0.088211715	0.40870678
T32_LPS_FC1_4	0.22328193	-0.030881697	0.23396964	0.20591925	0.039004147	0.35396257
T109_LPS_FC1_4	0.25548023	-0.028929567	0.14426626	0.20783947	0.060501855	0.3067436
T73_CTL_FC1_4	0.18831764	-0.09449828	0.13239013	0.1946771	0.13198853	0.39925694
T104_CTL_FC1_4	0.1077522	-0.055224683	0.26549622	0.05167943	0.06365175	0.5706989
K17_CTL_FC1_4	0.07451191	-0.11584365	0.18910015	0.14737977	0.09998164	0.64372647
T3_GARD_BATCH_2	0.07877111	-0.08499669	0.29814884	0.17396899	0.073157296	0.5290256
K34_GARD_BATCH_2	0.15543604	-0.081846565	0.101297416	0.22367203	0.09947342	0.52160764
K23_LPS_FC1_4	0.14825194	-0.048083127	0.2580779	0.20810127	0.08975951	0.45694685
T80_CTL_FC1_4	0.089065075	-0.07679226	0.24913137	0.11245269	0.08126045	0.5128135
K18_GARD_BATCH_2	0.10249921	-0.066456445	0.2895761	0.17638403	0.06331095	0.4889102
T71_LPS_FC1_4	0.26850346	-0.03390064	0.17552184	0.11885228	0.11429904	0.40976366
K12_CTL_FC1_4	0.10319237	-0.0744638	0.21847002	0.14655079	0.08223035	0.5953912
K33_LPS_FC1_4	0.13228291	-0.0637475	0.28499302	0.19256873	0.08637836	0.41792867
T74_GARD_BATCH_2	0.21490335	-0.038934764	0.06751351	0.13433559	0.108913936	0.5467364
K26_GARD_BATCH_2	0.11984057	-0.054298323	0.19671054	0.17448567	0.0648241	0.53167504
K53_GARD_BATCH_2	0.18112803	-0.0127414465	0.15072195	0.18803771	0.041849688	0.49510548
T109_GARD_BATCH_2	0.28787863	-0.038871687	0.07658581	0.19904256	0.08318097	0.39693055
T76_CTL_FC1_4	0.25725505	-0.06111796	0.20101345	0.12743127	0.10231801	0.3931298
T36_LPS_FC5	0.27088574	-0.067225076	0.17465287	0.21743536	0.040520314	0.3196471
K38_LPS_FC1_4	0.18534286	-0.042496014	0.23089631	0.15547286	0.05990143	0.4798542
K18_CTL_FC1_4	0.11140734	-0.049313057	0.3109143	0.18060197	0.045815423	0.43579903
K23_GARD_BATCH_2	0.114687	-0.04705484	0.22277999	0.1965595	0.09532245	0.48272645
K30_GARD_BATCH_2	0.15051217	-0.047292203	0.1786458	0.1706243	0.063586436	0.5265437
T121_LPS_FC1_4	0.13337152	-0.08199909	0.19781326	0.17651595	0.08452722	0.5607557
K8_LPS_FC1_4	0.093585484	-0.08990497	0.30057457	0.13956742	0.10409459	0.5609637
T10_CTL_FC1_4	0.1655574	-0.04532324	0.17739893	0.21713798	0.057085603	0.43067265
T73_GARD_BATCH_2	0.17551596	-0.06717217	0.12168989	0.22479798	0.12167537	0.42329994
T36_CTL_FC1_4	0.26487812	-0.046097923	0.1275475	0.15500718	0.05922027	0.37613764
T72_LPS_FC1_4	0.21050628	-0.02315422	0.22429226	0.117223285	0.09293825	0.4455781
K35_GARD_BATCH_2	0.124759905	-0.05572505	0.17547756	0.1549809	0.08446545	0.53969485
K6_GARD_BATCH_2	0.23580949	-0.032516982	0.18143094	0.15058641	0.07005879	0.39963296
K44_CTL_FC1_4	0.085876524	-0.11576327	0.26584673	0.16614242	0.07689523	0.57575244
T8_LPS_FC1_4	0.12611468	-0.05939631	0.13044441	0.19928618	0.121697776	0.4997947
T28_GARD_BATCH_2	0.2298559	-0.020900115	0.13804542	0.22199152	0.05572501	0.3452735
T13_CTL_FC1_4	0.23640203	-0.018514967	0.09095455	0.19163238	0.08456191	0.40018177
T65_GARD_BATCH_2	0.15203041	-0.1037666	0.24937928	0.15460064	0.092136554	0.5150822
T32_CTL_FC1_4	0.21810289	-0.007321117	0.19580896	0.15810776	0.034390807	0.36842743
K29_GARD_BATCH_2	0.15568261	-0.058155287	0.20698512	0.23047443	0.045625534	0.45384178
T46_CTL_FC1_4	0.11682292	-0.07315638	0.24798386	0.18917365	0.10503441	0.44315848
T78_LPS_FC1_4	0.2498401	-0.04305616	0.11637193	0.1282122	0.13754155	0.4950296
T14_LPS_FC1_4	0.10077623	-0.06416569	0.32525146	0.1959164	0.05493376	0.4557067
K37_LPS_FC1_4	0.19694789	-0.03914899	0.18075348	0.15878855	0.07243607	0.48066223
T80_LPS_FC5	0.1644125	-0.037638452	0.19809996	0.111652516	0.057070453	0.47905025
T28_LPS_FC1_4	0.244015	-0.050735205	0.16331221	0.23995312	0.043900326	0.32651535
K11_CTL_FC1_4	0.16024007	-0.05621181	0.20986927	0.18047297	0.055390313	0.4903617
T65_CTL_FC1_4	0.122795485	-0.09306702	0.29436097	0.10308335	0.08017379	0.5301733
K19_GARD_BATCH_2	0.10249428	-0.07796175	0.28742862	0.17955874	0.06635738	0.5165018
K22_GARD_BATCH_2	0.102077186	-0.07853552	0.26332054	0.1738096	0.097522445	0.49876788
T113_CTL_FC1_4	0.21989441	-0.06680488	0.087771274	0.11009403	0.08325056	0.539386
T121_CTL_FC1_4	0.11238263	-0.080992304	0.23305787	0.16111629	0.10444371	0.5524294
T35_CTL_FC5	0.18570714	-0.09381124	0.21761887	0.16541666	0.05503355	0.48572004
T36_GARD_BATCH_2	0.25322855	-0.01479195	0.10337231	0.19021869	0.06760363	0.4046211
T102_LPS_FC1_4	0.14552243	-0.0759381	0.1805399	0.15070999	0.10583212	0.53836197
T43_GARD_BATCH_2	0.18314707	-0.03341401	0.14056578	0.16935909	0.0785175	0.45492026
T5_GARD_BATCH_2	0.08568383	-0.07984138	0.3181943	0.10070321	0.061978173	0.553143
T13_GARD_BATCH_2	0.24478781	-0.013876386	0.100491785	0.20016752	0.088116564	0.39676332
T113_GARD_BATCH_2	0.21900517	-0.048361834	0.106465645	0.11726429	0.0906195	0.5526986
T70_GARD_BATCH_2	0.21158205	-0.07167574	0.16763173	0.13183038	0.0989573	0.521372
T18_CTL_FC1_4	0.10515597	-0.09048549	0.22973712	0.23172712	0.074925564	0.48951343
T62_CTL_FC1_4	0.17982145	-0.07107818	0.13202433	0.1730959	0.1014274	0.49756995
K52_CTL_FC1_4	0.106342696	-0.06594476	0.24850267	0.15006118	0.044156116	0.5356695
T84_CTL_FC5	0.2387774	-0.11176455	0.15500838	0.09257189	0.06887278	0.5340005
T75_LPS_FC1_4	0.19289802	-0.05949338	0.25403976	0.16962832	0.07354947	0.40931758
T109_CTL_FC1_4	0.28813806	-0.030208329	0.05584085	0.18145876	0.076384254	0.39700094
T18_GARD_BATCH_2	0.11613076	-0.06547829	0.23416303	0.19233058	0.0904024	0.49064532
K11_LPS_FC1_4	0.13922709	-0.09188741	0.21643405	0.17014547	0.06117935	0.52036804
T28_CTL_FC1_4	0.20228954	-0.040870305	0.1365314	0.18971048	0.053835634	0.4137844
T117_LPS_FC1_4	0.2031617	-0.08316848	0.1444956	0.20749597	0.07517666	0.4530314
T47_CTL_FC1_4	0.23273371	-0.06900535	0.16357942	0.14223294	0.11332486	0.3659927
T27_CTL_FC1_4	0.19214213	-0.035899732	0.13686393	0.20934694	0.083368935	0.40850794
K24_CTL_FC1_4	0.11488018	-0.08348087	0.22360535	0.17157046	0.057178695	0.5381019
T34_LPS_FC1_4	0.16626985	-0.10137422	0.21060915	0.18747957	0.11676955	0.44702446
T47_GARD_BATCH_2	0.21960907	-0.060608298	0.17793876	0.1595499	0.10299102	0.41869745
K27_CTL_FC1_4	0.15559433	-0.037366156	0.163704	0.22848582	0.063372955	0.47238722
T72_GARD_BATCH_2	0.20744689	-0.05152088	0.16258082	0.14225097	0.06869318	0.51338196
K22_CTL_FC1_4	0.11153951	-0.10090694	0.2732419	0.16568334	0.09700582	0.490091
K13_GARD_BATCH_2	0.23790455	-0.03357393	-0.028820574	0.15855275	0.16181648	0.50228095
K34_CTL_FC1_4	0.16089153	-0.084156	0.09930705	0.18831205	0.102252066	0.5142012
T41_GARD_BATCH_2	0.1154764	-0.075534046	0.24013893	0.21162087	0.071485825	0.48291183
T106_LPS_FC1_4	0.23005426	-0.086945176	0.062102485	0.184709	0.14811768	0.46935117
K10_CTL_FC1_4	0.1477698	-0.09381509	0.21067129	0.14122896	0.14281012	0.514712
T115_CTL_FC5	0.22540025	-0.049189936	0.09841925	0.18673892	0.037156686	0.43224454
K28_CTL_FC1_4	0.110462345	-0.05741449	0.14414948	0.18378246	0.07635743	0.5696123
K15_GARD_BATCH_2	0.11334163	-0.048294645	0.14663403	0.15515754	0.10276299	0.5822331
T104_GARD_BATCH_2	0.12615779	-0.06989032	0.25807643	0.077742375	0.08633659	0.5572559
K28_GARD_BATCH_2	0.12181636	-0.04825796	0.16145386	0.18645008	0.07713958	0.54567355
T63_CTL_FC1_4	0.2651196	-0.076269306	0.0014726532	0.11267527	0.142958	0.53449696
K5_CTL_FC1_4	0.14671622	-0.09640628	0.22832413	0.15132064	0.11827475	0.5008566
T81_CTL_FC1_4	0.17680062	-0.04755571	0.16511585	0.23558386	0.08736328	0.42619416
K14_LPS_FC1_4	0.097726785	-0.06708756	0.31177428	0.17510243	0.07875692	0.53370434
T7_CTL_FC1_4	0.08470223	-0.13460124	0.3416461	0.21283019	0.06287546	0.47459617
K30_LPS_FC1_4	0.15396078	-0.050605256	0.19393013	0.184866	0.067918114	0.5458266
K7_LPS_FC5	0.21196918	-0.03564824	0.19591622	0.1463808	0.07683442	0.39774072
T31_GARD_BATCH_2	0.17013504	-0.038217817	0.13173749	0.2540307	0.06833129	0.46003643
T113_LPS_FC5	0.19808964	-0.06753022	0.1689962	0.14714094	0.11793967	0.5208431
K53_CTL_FC5	0.19885938	-0.014476475	0.16629948	0.11168486	0.018181585	0.47145912
K33_GARD_BATCH_2	0.10783625	-0.08401558	0.27091402	0.18087088	0.086004674	0.45045078
K17_GARD_BATCH_2	0.06700246	-0.10031555	0.19474812	0.16398238	0.10308913	0.6396012
K27_LPS_FC1_4	0.15330398	-0.030777464	0.20574802	0.26121405	0.05588348	0.39723918
K46_GARD_BATCH_2	0.13775326	-0.04278334	0.19832914	0.14614753	0.11584568	0.52339596
T102_CTL_FC1_4	0.17036374	-0.10226518	0.1305947	0.15292008	0.088060535	0.55812556
T12_LPS_FC1_4	0.14706631	-0.06746369	0.32504252	0.16610537	0.06357636	0.48108745
T75_GARD_BATCH_2	0.20266302	-0.051415697	0.22567804	0.14503872	0.09000161	0.45845297
T12_GARD_BATCH_2	0.1545849	-0.06615687	0.28275818	0.1102686	0.049492985	0.52592605
K26_LPS_FC1_4	0.12747084	-0.069694586	0.23442048	0.20587075	0.065663256	0.48536
T6_LPS_FC5	0.1180354	-0.11117482	0.16691108	0.2619046	0.14685048	0.5033049
T64_CTL_FC1_4	0.18116403	-0.09463934	0.11242979	0.09817762	0.09699598	0.56145614
K38_CTL_BATCH_2	0.1296911	-0.025732175	0.22386442	0.11428646	0.06062671	0.53007776
T110_GARD_BATCH_2	0.14141475	-0.086206615	0.2575802	0.18963747	0.06349379	0.48718795
K9_GARD_BATCH_2	0.20937978	-0.03297505	0.12049893	0.14904754	0.08196955	0.48988572
T79_CTL_FC1_4	0.24350576	-0.013579354	0.18389083	0.0667331	0.0914417	0.4188132
K8_GARD_BATCH_2	0.09855	-0.096183516	0.2606387	0.11833492	0.095113	0.5872584
T84_GARD_BATCH_2	0.19053489	-0.08910882	0.14616133	0.13969178	0.08052092	0.56599706
K19_LPS_FC1_4	0.09880489	-0.059089344	0.33844173	0.17315124	0.07513373	0.481956
K50_LPS_FC5	0.17940456	-0.051203948	0.18293066	0.15755369	0.07492886	0.46036378
T27_LPS_FC1_4	0.19605182	-0.077229	0.18355493	0.295004	0.076974966	0.34192118
T115_GARD_BATCH_2	0.23947994	-0.035322092	0.13616373	0.20087986	0.052235935	0.38455728
K29_LPS_FC1_4	0.1388797	-0.048707843	0.25215468	0.23868597	0.042161748	0.4440002
T40_GARD_BATCH_2	0.24925248	0.011610076	0.06036293	0.22111498	0.08013795	0.36382356
K30_CTL_BATCH_2	0.12393161	-0.05854794	0.17566703	0.16004509	0.081482984	0.5850637
K46_CTL_FC1_4	0.13920003	-0.06543725	0.20531048	0.1304001	0.116360925	0.5336967
T9_CTL_FC1_4	0.15828288	-0.066321425	0.19073105	0.15730123	0.04022828	0.52236515
T76_LPS_FC1_4	0.23856461	-0.08453248	0.23897737	0.118914105	0.10596088	0.40763652
T77_LPS_FC1_4	0.13199419	-0.11974866	0.18580331	0.16251473	0.10052993	0.5765833
K32_GARD_BATCH_2	0.12513337	-0.028737133	0.2367928	0.13981105	0.07277708	0.47809896
K38_CTL_FC1_4	0.1435983	-0.039388545	0.22471839	0.10734669	0.061976567	0.5286698
K26_CTL_FC1_4	0.12577786	-0.061967324	0.18636066	0.16963892	0.06837135	0.50919634
T14_CTL_FC1_4	0.1148038	-0.07871147	0.28830263	0.17473727	0.042848814	0.4800167
T28_CTL_BATCH_2	0.18016946	-0.03199818	0.1422743	0.18581231	0.057258	0.4213003
T10_LPS_FC1_4	0.12248839	-0.07554098	0.24795349	0.26403907	0.05300377	0.4121298
T8_CTL_FC1_4	0.13961317	-0.06904454	0.075092144	0.181794	0.093513526	0.51942307
K51_GARD_BATCH_2	0.15061294	-0.0347543	0.17112274	0.14035466	0.060747724	0.48978245
T46_LPS_FC1_4	0.14073592	-0.06317454	0.27293205	0.20668952	0.11879381	0.40329137
K51_LPS_FC1_4	0.13054918	-0.051477313	0.21838082	0.18469636	0.06299095	0.459349
T72_CTL_FC1_4	0.19230342	-0.06403638	0.20597132	0.1236614	0.06378002	0.4720274
K6_LPS_FC5	0.2741818	-0.015657885	0.2084618	0.1384759	0.04304405	0.35168603
T50_LPS_FC5	0.18427067	-0.055589933	0.17465873	0.22866602	0.11645654	0.3795043
T81_GARD_BATCH_2	0.15644906	-0.04365121	0.19653873	0.23462093	0.08140453	0.44414234
T5_LPS_FC5	0.10471686	-0.09776919	0.32785144	0.15577467	0.06811821	0.504768
T101_CTL_FC5	0.19634956	-0.073846094	0.0036708128	0.1240591	0.16158585	0.5818342
K7_CTL_FC5	0.23486082	-0.027756011	0.16154185	0.092851795	0.057612285	0.3911253
T119_GARD_BATCH_2	0.125093	-0.09202522	0.19933128	0.17815919	0.078042	0.5666427
K46_LPS_FC1_4	0.15718554	-0.038704555	0.18261713	0.15766867	0.12349904	0.5204203
K15_CTL_FC1_4	0.12122057	-0.08265134	0.1715951	0.17153084	0.09707806	0.57961184
T6_GARD_BATCH_2	0.0957265	-0.08516883	0.14008145	0.24424772	0.15199809	0.5403336
K15_LPS_FC5	0.13567744	-0.060612578	0.17524827	0.28769925	0.074931204	0.4334588
T15_LPS_FC1_4	0.12351807	-0.10235261	0.1401791	0.35760316	0.074375905	0.4400667
T27_GARD_BATCH_2	0.19355167	-0.035069395	0.13783173	0.2355275	0.09378723	0.36704597
T112_LPS_FC1_4	0.19652523	-0.03575102	0.25119963	0.15046215	0.0765587	0.43256462
K49_LPS_FC1_4	0.12092978	-0.03583367	0.23212095	0.15180229	0.037292153	0.51387197
K30_CTL_FC1_4	0.12213703	-0.059167285	0.17150168	0.16914666	0.06294914	0.5869932
T47_LPS_FC1_4	0.3067975	-0.060580265	0.18134601	0.17162539	0.09722066	0.28882682
T6_CTL_FC5	0.08971583	-0.1195204	0.13631012	0.25945103	0.14216782	0.5449132
K51_CTL_FC1_4	0.13135208	-0.0356071	0.18162994	0.14079559	0.06893296	0.5190175
T75_CTL_FC1_4	0.19588538	-0.07285958	0.20530927	0.15410848	0.07575296	0.48534432
K32_CTL_FC1_4	0.13440178	-0.039609764	0.2497266	0.14175232	0.074099116	0.4645829
K22_LPS_FC1_4	0.13682705	-0.08561802	0.28326496	0.18741775	0.082118474	0.46093962
K27_GARD_BATCH_2	0.173198	-0.02775261	0.15544172	0.23310584	0.0644683	0.44947514
T117_CTL_FC1_4	0.17956342	-0.061274227	0.120825715	0.18650739	0.07180543	0.49824348
T71_GARD_BATCH_2	0.23442988	-0.0314927	0.10809343	0.13943267	0.11001537	0.46432805
T3_CTL_FC1_4	0.09711028	-0.079216205	0.29724404	0.17793716	0.07410588	0.4858675
T70_CTL_FC5	0.16694236	-0.07438083	0.15313695	0.12473061	0.095500685	0.57705235
T35_LPS_FC1_4	0.19752324	-0.08836319	0.26889315	0.18440332	0.063598394	0.43191043
T18_LPS_FC1_4	0.12435422	-0.08114499	0.25185153	0.26118112	0.07990774	0.43725157
K31_GARD_BATCH_2	0.21704197	-0.037195727	0.09290258	0.22473581	0.08752912	0.473269
K8_CTL_FC1_4	0.09547817	-0.07491621	0.2789708	0.08440199	0.09119278	0.58732724
K47_CTL_FC1_4	0.20605336	-0.031483807	0.10400722	0.124894954	0.10290656	0.52968925
K14_CTL_FC1_4	0.07592166	-0.08483835	0.25799575	0.16401768	0.07184263	0.53904957
T120_CTL_FC1_4	0.12828004	-0.034575928	0.22065228	0.092353255	0.10040168	0.53823715
T112_CTL_FC1_4	0.21204978	-0.022708602	0.18181102	0.11129403	0.057921115	0.47433767
T79_LPS_FC5	0.24247248	-0.04130733	0.16282739	0.10505379	0.07998902	0.4449134
T112_GARD_BATCH_2	0.24354208	-0.02296388	0.17301534	0.1422165	0.07720973	0.43417466
T101_LPS_FC1_4	0.21900946	-0.06667883	0.023147693	0.15092212	0.1599613	0.5212726
T46_GARD_BATCH_2	0.1375751	-0.07821312	0.2159106	0.23746748	0.095270336	0.44527006
T69_LPS_FC5	0.22250414	-0.06172319	0.13009058	0.16249542	0.07906613	0.4568095
T70_LPS_FC1_4	0.19693029	-0.09411344	0.20666195	0.15968244	0.11109922	0.46405864
K10_GARD_BATCH_2	0.14649014	-0.090384334	0.20785268	0.14519729	0.14812943	0.5520613
K37_CTL_FC1_4	0.17537344	-0.05541548	0.18068404	0.14272824	0.064965524	0.48572752
T5_CTL_FC5	0.11671555	-0.115068816	0.30387118	0.14018498	0.058357224	0.527101
K53_LPS_FC1_4	0.1622444	-0.017334493	0.24543314	0.1619159	0.0378072	0.43416843
T120_LPS_FC5	0.12758172	-0.031896032	0.19810343	0.11239102	0.08625356	0.54945856
K7_GARD_BATCH_2	0.1937841	-0.01564885	0.16065288	0.14209889	0.08378017	0.46283808
K12_GARD_BATCH_2	0.098032705	-0.08000007	0.21989053	0.15180397	0.07659748	0.60056835
T35_GARD_BATCH_2	0.14570493	-0.06363016	0.23141599	0.16748263	0.06548474	0.5025871
K50_CTL_FC1_4	0.19208427	-0.0596928	0.115698166	0.18055825	0.062182218	0.5137233
